For Period: from 02/02/2017 to 02/02/2017
Active and Inactive Subscriptions counted
Region	State	Library	AccountId	SalesRep	Subscription Start Date	Subscription End Date	Subscription Status	System Name
North America	Missouri	Scenic Regional Library		swilks	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Schaumburg Township District Library	7034052	mhaddadnull	03/01/2016	02/28/2017	Inactive	
North America	Texas	Schertz Public Library	7133005	cstrickland	01/01/2017	12/31/2017	Inactive	
North America	Minnesota	Scott County Library	1728410	PaulGillespie	02/01/2017	01/31/2018	Inactive	MELSA
North America	Kentucky	Scott County Public Library		mpoynter	12/01/2016	11/30/2017	Inactive	
North America	Arizona	Scottsdale Public Library	7039832	hyena	05/01/2016	04/30/2017	Inactive	
North America	New York	Sea Cliff Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	New York	Seaford Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Washington	Seattle Public Library		Messersmith	04/01/2016	03/31/2017	Inactive	
North America	British Columbia	Sechelt Public Library	7040653	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Florida	SEFLIN		bgilbert	02/01/2017	01/31/2018	Inactive	
New Zealand	New Zealand	Selwyn District Libraries			08/18/2014	08/31/2017	Inactive	
North America	Florida	Seminole County Public Library		bgilbert	01/01/2017	12/31/2017	Inactive	
Asia	Bukit Jalil	Serambi Ilmu Rakyat		WFHINT	06/01/2016	05/31/2017	Inactive	
North America	California	Serra Library Cooperative System		hyena	08/01/2016	07/31/2017	Inactive	Serra Library Cooperative System
North America	Texas	Shadow Creek High School		WTCox	06/16/2016	06/30/2017	Inactive	
Europe, UK	England	Sheffield Libraries			03/18/2015	03/31/2018	Inactive	
North America	Ohio	Shelby County Libraries		dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	Kentucky	Shelby County Public Library	7099032	dmcdonald1	03/26/2013	03/31/2017	Inactive	Value
North America	New York	Shelter Rock Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau - SVOD (Acorn and qC)
North America	Virginia	Shenandoah County Library	1725193	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	North Carolina	Sheppard Memorial Library	7026675	swilliams1	04/01/2016	03/31/2017	Inactive	
Europe, UK	Scotland	Shetland Library			11/01/2014	10/31/2018	Inactive	
Australia	New South Wales	Shorelink Library Network			07/22/2013	06/30/2019	Inactive	
North America	Alberta	Shortgrass Library System	7081644	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
North America	Massachusetts	Shrewsbury Public Library	1745401	jlevy	10/01/2016	09/30/2017	Inactive	
Europe, UK	England	Shropshire Libraries			03/01/2015	02/28/2018	Inactive	
North America	Connecticut	Simsbury Public Library	7059764	jlevy	07/01/2016	06/30/2017	Inactive	
Asia	Singapore	Singapore American School		ballan1	07/01/2016	06/30/2017	Inactive	
North America	South Dakota	Siouxland Libraries	7092860	cpitcher	01/01/2017	12/31/2017	Inactive	
North America	Maryland	Skipjack Library	1274727		07/01/2012	02/28/2020	Active	
North America	Illinois	Skokie Public Library	7038325	mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	British Columbia	Smithers Public Library	7040785	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Georgia	Smyrna Public Library	7081635	bgilbert	09/01/2016	08/31/2017	Inactive	GADD
North America	Virginia	Smyth-Bland Regional Library	7052554	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Washington	Sno-Isle Libraries		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Quebec	Societe Radio-Canada		rseifert	04/01/2016	03/31/2017	Inactive	
Europe, UK	England	Solihull Libraries, Arts and Information			03/01/2015	02/28/2018	Inactive	
North America	Massachusetts	Somerset Public Library	7077786	jlevy	03/01/2016	02/28/2017	Inactive	Value
Australia	South Australia	South Australian Public Library Network			07/16/2015	07/31/2019	Active	
Europe, UK	Scotland	South Ayrshire Libraries			11/01/2014	10/31/2017	Inactive	
North America	West Virginia	South Charleston Public Library		dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407 - SVOD - Acorn, Indieflix
North America	South Dakota	South Dakota Digital Group		cpitcher	01/01/2017	12/31/2017	Inactive	
Australia	New South Wales	South East Zone	KIA_001		08/15/2016	07/31/2019	Active	
Europe, UK	England	South Gloucestershire Council			01/01/2015	12/31/2017	Inactive	
Europe, UK	Scotland	South Lanarkshire Leisure & Culture Limited			04/01/2015	03/31/2019	Inactive	
North America	New Jersey	South Plainfield Public Library	7051682	lkurucz	04/01/2016	03/31/2017	Inactive	Libraries of Middlesex Automation Consortium
Europe, UK	England	South Tyneside Libraries			07/01/2015	06/30/2018	Inactive	
Australia	New South Wales	South-West Zone Digital Library			12/01/2014	11/30/2019	Active	
Europe, UK	England	Southampton Libraries	10000202		11/01/2014	10/31/2018	Inactive	
North America	Iowa	Southeast Iowa Digital Consortium	7052760	PaulGillespie	01/01/2017	12/31/2017	Inactive	
North America	California	Southern California Institute of Architecture		mransdell	08/01/2016	07/31/2017	Inactive	
Australia	Queensland	Southern Downs Regional Council			06/01/2015	05/31/2020	Active	
North America	British Columbia	Southern Gulf Islands Community Libraries	7149961	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative-7040759
North America	Maryland	Southern Maryland Regional Library Association	1730276	swilliams1	09/01/2016	08/31/2017	Inactive	
North America	Minnesota	Southern Minnesota Digital Consortium		PaulGillespie	10/01/2016	09/30/2017	Inactive	
Australia	New South Wales	Southern Sydney eMagazines			02/01/2015	07/31/2019	Active	
North America	New York	Southern Tier Library System/Chemung County Library District		rseifert	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Southside Regional Library		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Europe, UK	England	Southwark Libraries			08/01/2015	07/31/2017	Inactive	
North America	Wisconsin	Southwest Wisconsin Library System		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	South Carolina	Spartanburg County Library		swilliams1	07/01/2016	06/30/2017	Inactive	
North America	South Carolina	Spartanburg High School		swilliams1	12/01/2016	11/30/2017	Inactive	
North America	British Columbia	Sparwood Public Library	7040663	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	California	SPLASH (Solano Partner Libraries & St. Helena)	1742072	hyena	08/01/2016	07/31/2017	Inactive	
North America	Washington	Spokane County Library District	1744049	Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Washington	Spokane Public Library	1744049	Messersmith	04/01/2016	03/31/2017	Inactive	
North America	Missouri	Springfield-Greene County Library		swilks	09/01/2016	08/31/2017	Inactive	
North America	British Columbia	Squamish Public Library	7040674	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Europe, UK	England	St Helens			04/01/2016	09/30/2017	Inactive	
Australia	New South Wales	St Joseph's Regional College	STJ004		09/17/2015	09/30/2019	Active	
Australia	New South Wales	St Luke's Grammar School			11/17/2015	03/31/2020	Active	
North America	Alberta	St. Albert Public Library	1738670	Messersmith	11/01/2016	10/31/2017	Inactive	
North America	Louisiana	St. Bernard Parish Public Library	7067305	cstrickland	04/01/2014	03/31/2024	Active	
North America	Ontario	St. Catharines Public Library	7053016	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Missouri	St. Charles City-County Library	7040092	swilks	07/01/2016	06/30/2017	Inactive	
North America	Illinois	St. Charles Public Library	7055556	mhaddadnull	12/01/2016	11/30/2017	Inactive	
North America	Florida	St. Johns County Public Library		bgilbert	10/01/2016	09/30/2017	Inactive	
North America	Missouri	St. Joseph Public Library	7040357	swilks	07/01/2016	06/30/2017	Inactive	
North America	Missouri	St. Louis County Library	7043855	swilks	05/01/2016	04/30/2017	Inactive	
North America	Missouri	St. Louis Public Library	7057570	swilks	08/01/2016	07/31/2017	Inactive	
North America	Minnesota	St. Paul Public Library	1728945	mears	02/01/2017	01/31/2018	Inactive	MELSA
North America	Louisiana	St. Tammany Parish Library		cstrickland	02/01/2017	01/31/2018	Inactive	
Europe, Europe without UK	Bremen	Stadtbibliothek Bremen		ballan1	01/01/2017	12/31/2017	Inactive	
Europe, UK	England	Staffordshire County Libraries			04/01/2015	03/31/2018	Inactive	
North America	California	Stanislaus County Library		mransdell	04/01/2016	03/31/2017	Inactive	
North America	Ohio	Stark County District Library		dmcdonald1	01/01/2013	12/31/2017	Inactive	
North America	Indiana	Starke County Library	7064187	dmcdonald1	03/01/2016	02/28/2017	Inactive	
Australia	Queensland	State Library of Queensland Regional Libraries	10000392		11/01/2014	07/31/2019	Active	
North America	Hawaii	State of Hawaii Library System	7040802	mransdell	10/01/2016	09/30/2017	Inactive	
North America	Virginia	Staunton Public Library	7052411	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Texas	Sterling Municipal Library	1741275	cstrickland	04/23/2013	04/30/2017	Inactive	
North America	British Columbia	Stewart Public Library	7149959	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative-7040759
Europe, UK	Scotland	Stirling	10000210		03/01/2015	02/28/2018	Inactive	
Europe, UK	England	Stoke-on-Trent City Libraries	10000213		05/01/2015	04/30/2018	Inactive	
Australia	Victoria	Stonnington Library and Information Service			12/01/2014	04/30/2020	Active	
North America	Ontario	Stratford Public Library	7055524	rseifert	07/01/2016	06/30/2017	Inactive	
North America	Alberta	Strathcona County Library	7080643	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
North America	Michigan	Suburban Library Cooperative		hyena	12/01/2016	11/30/2017	Inactive	
North America	New York	Suffern Free Library	7081666	rseifert	01/01/2017	12/31/2017	Inactive	Value
Europe, UK	England	Suffolk County Libraries			07/17/2015	07/31/2018	Inactive	
North America	Virginia	Suffolk Public Library	7041185	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	New Jersey	Summit Free Public Library	1723916	lkurucz	09/01/2016	08/31/2017	Inactive	
North America	Florida	Sumter County Library System		bgilbert	10/01/2016	09/30/2017	Inactive	
North America	South Carolina	Sumter County Public Library		swilliams1	06/01/2016	05/31/2017	Inactive	
Europe, UK	England	Sunderland	SUN114		11/17/2016	11/30/2017	Inactive	
North America	California	Sunnyvale Public Library	7026491	mransdell	01/01/2017	12/31/2017	Inactive	
Australia	Queensland	Sunshine Coast Council	10000400		04/01/2015	03/31/2020	Active	
North America	Michigan	Superiorland Library Cooperative	7051679	dmcdonald1	12/01/2016	11/30/2017	Inactive	
Europe, UK	England	Surrey Libraries	10000216		06/01/2015	03/31/2018	Inactive	
North America	British Columbia	Surrey Libraries	7049313	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	New Jersey	Sussex County Library	7052021	lkurucz	05/01/2016	04/30/2017	Inactive	
Europe, Europe without UK	Spain	Sustec Trial		ballan1	09/01/2016	08/31/2017	Inactive	
Australia	New South Wales	Sutherland Shire Council Libraries			07/01/2015	06/30/2020	Active	
Europe, UK	England	Sutton Libraries			11/01/2014	03/31/2017	Inactive	
North America	Massachusetts	Swampscott Public Library		jlevy	05/15/2016	05/31/2017	Inactive	SVOD - Acorn, Great Courses, Learn It Live, Method, Qello
Europe, UK	England	Swindon			05/18/2015	05/31/2017	Inactive	
Europe, Europe without UK	Switzerland	Swiss Education Group		WFHINT	03/16/2016	03/31/2017	Inactive	
Australia	New South Wales	Sydney Mechanics' School of Arts eMagazines			08/18/2014	08/31/2019	Active	
North America	New York	Syosset Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau - SVOD
North America	Washington	Tacoma Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Louisiana	Tangipahoa Parish Public Library	1738839	cstrickland	04/01/2016	03/31/2017	Inactive	
North America	Massachusetts	Taunton Public Library		ngilbert	05/15/2016	05/31/2017	Inactive	
North America	Texas	Taylor Public Library	7099487	cstrickland	03/01/2016	02/28/2017	Inactive	
North America	British Columbia	Taylor Public Library	7040661	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	New South Wales	Taylors College Sydney			04/20/2016	04/30/2020	Active	
North America	Virginia	Tazewell County Public Library	7063447	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Europe, UK	England	Telford & Wrekin			07/01/2015	06/30/2018	Inactive	
North America	Arizona	Tempe Public Library	1724062	hyena	11/01/2016	10/31/2017	Inactive	
Asia	Turkey	Terakki Vakfi Ozel Sisli Terakki Lisesi		ballan1	10/16/2016	10/31/2017	Inactive	
North America	British Columbia	Terrace Public Library	7040660	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Europe, Europe without UK	France	The American Library in Paris		ballan1	12/01/2016	11/30/2017	Inactive	
North America	Connecticut	The Brookfield Library	7057191	jlevy	07/01/2016	06/30/2017	Inactive	
North America	Maryland	The Dachshund Test Library			01/01/2017	12/31/2017	Inactive	Long Dog Libraries
North America	Connecticut	The Ferguson Library	7063403	jlevy	09/01/2016	08/31/2017	Inactive	
North America	Pennsylvania	The Hill School		lkurucz	03/01/2016	02/28/2017	Inactive	
Australia	New South Wales	The Hills Shire Council			07/01/2015	07/31/2019	Active	
North America	Tennessee	The John P. Holt Brentwood Library	7044032	bgilbert	07/01/2016	06/30/2017	Inactive	
North America	Massachusetts	The Jones Library	7061730	jlevy	08/01/2016	07/31/2017	Inactive	
North America	Michigan	The Library Network	7051802	hyena	05/01/2016	04/30/2017	Inactive	
New Zealand	Auckland	The Library Supply Company	100005052		03/06/2013	03/31/2020	Active	
North America	Georgia	The Marshes of Glynn Libraries	7060033	bgilbert	09/01/2016	08/31/2017	Inactive	GADD
North America	Manitoba	The Pas Regional Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	Ohio	The Public Library of Cincinnati and Hamilton County	1728970	Messersmith	02/01/2017	01/31/2018	Inactive	
North America	Massachusetts	The Sherborn Library	1725641	jlevy	05/01/2016	04/30/2017	Inactive	
North America	Massachusetts	The Storrs Library	7096683	jlevy	03/01/2016	02/28/2017	Inactive	Value
North America	New York	The Yale Club of New York City		Doss	03/15/2016	03/31/2017	Inactive	
North America	New Mexico	Thomas Branigan Memorial Library	1723926	cstrickland	09/01/2016	08/31/2017	Inactive	
North America	Manitoba	Thompson Public Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	British Columbia	Thompson-Nicola Regional Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	California	Thousand Oaks Library	1741276	mransdell	07/01/2016	06/30/2017	Inactive	
North America	Illinois	Three Rivers Public Library		mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	Ontario	Thunder Bay		rseifert	01/01/2017	12/31/2017	Inactive	
Europe, UK	England	Thurrock Libraries			04/01/2015	03/31/2018	Inactive	
North America	Ohio	Tiffin Seneca Public Library		dmcdonald1	05/01/2016	04/30/2017	Inactive	
North America	Oregon	Tillamook County Library		Messersmith	07/01/2016	06/30/2017	Inactive	
North America	Washington	Timberland Regional Library	7061638	Messersmith	05/01/2016	04/30/2017	Inactive	
North America	Illinois	Tinley Park Public Library		mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Indiana	Tippecanoe County Public Library		dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	Ohio	Toledo-Lucas County Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
Australia	Queensland	Toowoomba Regional Library Service			07/01/2015	06/30/2020	Active	
North America	Massachusetts	Topsfield Town Library	7052630	ngilbert	04/01/2016	03/31/2017	Inactive	
North America	Ontario	Toronto Public Library	1726933	Messersmith	03/01/2016	02/28/2017	Inactive	
Australia	Queensland	Townsville City Council - CityLibraries			08/01/2015	07/31/2019	Active	
North America	British Columbia	Trail & District Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Michigan	Traverse Area District Library	1723913	dmcdonald1	04/01/2016	03/31/2017	Inactive	
North America	Pennsylvania	Tri College Consortium		lkurucz	08/01/2016	07/31/2017	Inactive	
North America	North Carolina	Tri-County Community College Library	7109372	swilliams1	05/01/2016	04/30/2017	Inactive	
North America	Michigan	Troy Public Library		dmcdonald1	07/01/2016	06/30/2017	Inactive	
North America	Ohio	Trumbull Career Technical Center		dmcdonald1	07/01/2016	06/30/2017	Inactive	
North America	Connecticut	Trumbull Library		jlevy	06/15/2016	06/30/2017	Inactive	
North America	California	Tulare County Library	7063568	mransdell	09/01/2016	08/31/2017	Inactive	
North America	Oklahoma	Tulsa City County Library System	7052896	Doss	07/01/2016	06/30/2017	Inactive	
North America	British Columbia	Tumbler Ridge Public Library	7040673	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Alabama	Tuscaloosa Public Library		bgilbert	03/01/2016	02/28/2017	Inactive	
North America	District of Columbia	U.S. Customs and Border Protection Library		Doss	09/13/2016	09/30/2017	Inactive	
Europe, Europe without UK	FINLAND	UK Parliament			08/18/2016	08/31/2017	Inactive	
North America	Georgia	Union County Schools		bgilbert	09/01/2016	08/31/2017	Inactive	
North America	New York	Uniondale Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
Asia	Hanoi	United Nations International School Hanoi		ballan1	10/01/2016	09/30/2017	Inactive	
North America	Mexico	Universidad Autonoma de Baja California		mears	11/16/2016	11/30/2017	Inactive	
Other	Peru	Universidad Peruana de Ciencias Aplicadas		mears	03/15/2016	03/31/2017	Inactive	
North America	Texas	University Park Public Library	7039873	cstrickland	01/01/2017	12/31/2017	Inactive	
North America	California	Upland Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
Australia	New South Wales	Upper Hunter Library Network			01/18/2016	01/31/2018	Inactive	
New Zealand	New Zealand	Upper Hutt City Library			09/15/2015	09/30/2018	Inactive	
North America	Illinois	Urbana Free Public Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	Iowa	Urbandale Public Library	7052068	PaulGillespie	12/01/2012	09/30/2019	Active	
North America	Military	USMC Library Program		Doss	11/01/2016	10/31/2017	Inactive	DOD-MWR Air Force/7208672
North America	Utah	Utah Public Library Group		cpitcher	05/01/2016	04/30/2017	Inactive	
North America	British Columbia	Valemount Public Library	7149955	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative-7040759
North America	British Columbia	Vancouver Island Regional Library	7040659	Messersmith	01/01/2017	12/31/2017	Inactive	SVOD AcornTV only- $2.78 (7% disc) BC Libraries Cooperative 7040759
North America	British Columbia	Vancouver Public Library	7049312	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	British Columbia	Vanderhoof Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Ontario	Vaughan Public Libraries	7081848	rseifert	01/01/2017	12/31/2017	Inactive	
North America	California	Ventura County Public Library	1742328	hyena	03/01/2016	02/28/2017	Inactive	
North America	Louisiana	Vermilion Parish Library		cstrickland	05/01/2016	04/30/2017	Inactive	
North America	Louisiana	Vernon Parish Public Library		cstrickland	02/01/2017	01/31/2018	Inactive	
North America	Manitoba	Victoria Municipal Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	California	Victorville City Library	7052683	mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	Indiana	Vigo County Public Library		dmcdonald1	11/01/2016	10/31/2017	Inactive	
North America	Quebec	Ville de Gatineau		rseifert	04/15/2016	04/30/2017	Inactive	
North America	Quebec	Ville de Saint-Lambert		rseifert	01/16/2017	01/31/2018	Inactive	
North America	Virginia	Virginia Beach Public Library	7052538	Doss	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	District of Columbia	Voice of America		swilliams1	08/01/2016	07/31/2017	Inactive	
North America	Florida	Volusia County Public Library		bgilbert	02/01/2017	01/31/2018	Inactive	
Europe, UK	England	W F Howes Customer Services			03/13/2015	03/31/2025	Active	
Europe, UK	England	W. F. Howes Internal Test Site			01/01/2012	01/01/2020	Active	
Europe, UK	England	W. F. Howes Trial	100005050		04/08/2013	02/01/2021	Active	
New Zealand	Canterbury	Waimakariri Libraries			10/23/2015	10/31/2019	Active	
North America	Ontario	Wainfleet Public Library		rseifert	07/01/2016	06/30/2017	Inactive	
Europe, UK	England	Wakefield Metropolitan District Libraries	10000230		06/01/2015	05/31/2018	Inactive	
Europe, UK	Wales	Wales			11/01/2014	10/31/2019	Active	
North America	Washington	Walla Walla County Rural Library District		Messersmith	04/01/2016	03/31/2017	Inactive	
North America	Florida	Walton County Public Library System		bgilbert	11/01/2016	10/31/2017	Inactive	PLAN 7191397
North America	New York	Wantagh Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	New Jersey	Warren County Library	1719584	lkurucz	08/01/2016	07/31/2017	Inactive	
North America	Kentucky	Warren County Public Library	7109748	dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	Mississippi	Warren County Vicksburg Public Library		swilks	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Warren Newport Public Library		mhaddadnull	03/01/2016	02/28/2017	Inactive	
North America	Illinois	Warrenville Public Library	1728111	mhaddadnull	03/01/2016	02/28/2017	Inactive	
North America	Indiana	Warsaw Community Public Library		dmcdonald1	11/15/2016	11/30/2017	Inactive	Acorn, Qello, Indieflix
North America	Rhode Island	Warwick Public Library		ngilbert	04/01/2016	03/31/2017	Inactive	
Europe, UK	England	Warwickshire Library & information Service Headquarters			04/01/2015	03/31/2018	Inactive	
North America	Minnesota	Washington County Library		mears	02/01/2017	01/31/2018	Inactive	MELSA
North America	Virginia	Washington County Public Library	7052492	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Ohio	Washington County Public Library	7084491	dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	Ohio	Washington-Centerville Public Library	1721086	dmcdonald1	01/01/2017	12/31/2017	Inactive	Central Library Consortium - Acorn Only
North America	Nevada	Washoe County Library System		mransdell	03/15/2016	03/31/2017	Inactive	
Australia	Western Australia	Water Corporation			03/01/2015	02/29/2020	Active	
North America	Ontario	Waterloo Public Library	7104957	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Massachusetts	Watertown Free Public Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Wauconda Area Library		mhaddadnull	03/01/2016	02/28/2017	Inactive	
Australia	New South Wales	Wavesound Trial Site			04/08/2013	01/01/2018	Inactive	
North America	North Carolina	Wayne County Public Library		swilliams1	02/01/2017	01/31/2018	Inactive	SVOD - All Services and TGC
North America	Virginia	Waynesboro Public Library	7052446	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Missouri	Webb City High School		swilks	09/01/2016	08/31/2017	Inactive	
North America	Utah	Weber County Library		cpitcher	07/01/2016	06/30/2017	Inactive	
North America	Ontario	Welland Public Library	7052749	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Connecticut	Welles Turner Memorial Library	1720520	jlevy	01/01/2017	12/31/2017	Inactive	SVOD--Acorn, Qello, Pongalo; TGCNC, Method Test Prep, IF, Learn It Live; Unlimited;
New Zealand	Wellington	Wellington City Libraries			03/01/2015	02/28/2018	Inactive	
Australia	Victoria	Wellington Shire Library			11/01/2014	10/31/2019	Active	
Europe, UK	England	West Berkshire Library			12/01/2014	11/30/2018	Inactive	
North America	Michigan	West Bloomfield Public Library	1723904	dmcdonald1	04/01/2016	03/31/2017	Inactive	
North America	Illinois	West Chicago Public Library		mhaddadnull	02/01/2017	01/31/2018	Inactive	
Europe, UK	Scotland	West Dunbartonshire Libraries			06/01/2015	05/31/2020	Active	
North America	Florida	West Florida Public Library		bgilbert	11/01/2016	10/31/2017	Inactive	PLAN 7191397
Australia	Victoria	West Gippsland Libraries	10000416		09/01/2014	08/31/2019	Active	
North America	Connecticut	West Hartford Public Library	7051673	jlevy	10/01/2016	09/30/2017	Inactive	
North America	New York	West Hempstead Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
Europe, UK	Scotland	West Lothian Council	10000240		05/01/2015	04/30/2018	Inactive	
Europe, UK	England	West Sussex County Libraries	10000242		05/01/2015	04/30/2018	Inactive	
North America	British Columbia	West Vancouver Memorial Library	7040658	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	West Virginia	West Virginia Library Commission	1718560	dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	Texas	Westbank Community Library		cstrickland	01/01/2017	12/31/2017	Inactive	
North America	New York	Westbury Memorial Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	Indiana	Westchester Public library	1721794	dmcdonald1	01/01/2017	12/31/2017	Inactive	
Australia	Western Australia	Western Australia Public Libraries Digital Media Collection			08/18/2014	08/31/2019	Active	
Australia	Queensland	Western Downs Libraries			04/01/2015	06/30/2020	Active	
North America	Maryland	Western Maryland Regional Library	7051280	swilliams1	05/01/2016	06/30/2017	Inactive	
North America	Oklahoma	Western Plains Library System		swilks	08/01/2016	07/31/2017	Inactive	
North America	Ohio	Westerville Public Library		dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	New Jersey	Westfield Memorial Library	7052066	lkurucz	06/01/2016	05/31/2017	Inactive	
North America	Ohio	Westlake Porter Public Library	1728941	dmcdonald1	01/01/2017	12/31/2017	Inactive	Acorn, Qello
North America	Alabama	Westlawn Middle School		WTCox	09/16/2016	09/30/2017	Inactive	
Europe, UK	England	Westminster	10000238		03/01/2015	03/31/2017	Inactive	
North America	Illinois	Westmont Public Library	1716305	mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	Quebec	Westmount Public Library		rseifert	11/15/2016	11/30/2017	Inactive	
North America	Massachusetts	Weston Public Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Connecticut	Wethersfield Library	7052542	jlevy	04/01/2016	03/31/2017	Inactive	
North America	Saskatchewan	Wheatland Regional Library	7057561	Messersmith	07/01/2016	06/30/2017	Inactive	
North America	Illinois	Wheaton Public Library	7063411	mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Massachusetts	Wheeler Memorial Library		ngilbert	07/01/2016	06/30/2017	Inactive	
North America	British Columbia	Whistler Public Library	7040657	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Ontario	Whitby Public Library	7083283	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Tennessee	White County High School		WTCox	01/31/2017	01/31/2018	Inactive	
Australia	Victoria	Whitehorse Manningham libraries	10000417		08/01/2015	07/31/2019	Active	
Australia	Queensland	Whitsunday Regional Council			07/18/2014	07/31/2020	Active	
North America	Michigan	Willard Public Library		hyena	01/01/2017	12/31/2017	Inactive	
North America	Virginia	Williamsburg Regional Library	7026637	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Tennessee	Williamson County Public Library		bgilbert	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Wilmette Public Library District	7034053	mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	Massachusetts	Wilmington Memorial Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Connecticut	Wilton Library	7077783	jlevy	04/01/2016	03/31/2017	Inactive	SVOD--Acorn; Annual max: 670, no weekly max till further notice; No IF, P
Europe, UK	England	Wimbledon High School	WIM001		11/18/2016	11/30/2018	Inactive	
Australia	Victoria	Wimmera Regional Library Corporation	10000418		07/01/2015	07/31/2019	Active	
